"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau, measure agent variance"
"05/14/2018 23:04:25:507 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","106","0","15"
"[run number]","N","tau","p","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2","agent-variance"
"6","50","0","0","55","2365.999999999999","0","39","11","199.42222222222222"
"5","50","0","0","58","2109.0000000000005","4","36","10","222.28148148148148"
"2","50","0","0","68","2839.000000000001","6","7","37","151.6"
"7","50","0","0","55","3392","16","29","5","144.20000000000002"
"8","50","0","0","61","2492","0","50","0","162.4"
"3","50","0","0","47","2183.0000000000005","2","24","24","238.7851851851852"
"1","50","0","0","23","1185.9999999999995","18","11","21","172.49629629629626"
"6","50","0","0","56","2369.0000000000005","3","4","43","195.24444444444444"
"2","50","0","0","69","2858","19","11","20","158.11111111111111"
"4","50","0","0","39","1988","26","21","3","200.27407407407406"
"7","50","0","0","56","3448.0000000000005","16","14","20","137.31111111111113"
"5","50","0","0","59","2120.0000000000005","11","13","26","222.28148148148148"
"3","50","0","0","48","2191.0000000000005","8","15","27","238.7851851851852"
"6","50","0","0","57","2416.0000000000005","7","6","37","195.24444444444444"
"8","50","0","0","62","2492.000000000001","0","11","39","162.4"
"7","50","0","0","57","3448","0","0","50","146.64444444444442"
"3","50","0","0","49","2219.0000000000005","28","17","5","238.7851851851852"
"6","50","0","0","58","2425.0000000000005","9","38","3","195.24444444444444"
"8","50","0","0","63","2504","12","11","27","162.4"
"5","50","0","0","60","2181","21","7","22","222.28148148148148"
"4","50","0","0","40","1992.9999999999995","5","14","31","196.52592592592592"
"2","50","0","0","70","2861.0000000000005","3","32","15","163.79259259259257"
"7","50","0","0","58","3450.000000000001","2","34","14","155.9925925925926"
"1","50","0","0","24","1205","19","17","14","177.83703703703705"
"3","50","0","0","50","2340","1","1","48","238.7851851851852"
"6","50","0","0","59","2563","18","19","13","192.16296296296295"
"8","50","0","0","64","2512.9999999999995","9","24","17","162.4"
"7","50","0","0","59","3498.0000000000005","8","23","19","139.63703703703703"
"1","50","0","0","25","1205","0","50","0","184.85925925925926"
"3","50","0","0","51","2419.9999999999995","0","49","1","238.7851851851852"
"2","50","0","0","71","2945.0000000000005","4","44","2","168.2888888888889"
"6","50","0","0","60","2643","0","39","11","192.16296296296295"
"4","50","0","0","41","2032.9999999999995","0","46","4","205.14814814814815"
"3","50","0","0","52","2422","2","24","24","238.7851851851852"
"2","50","0","0","72","3031","6","8","36","170.9925925925926"
"1","50","0","0","26","1204.9999999999998","0","2","48","194.52592592592592"
"8","50","0","0","65","2569.9999999999995","17","11","22","162.4"
"7","50","0","0","60","3542.000000000001","4","42","4","159.05925925925928"
"4","50","0","0","42","2084","11","19","20","203.66666666666666"
"3","50","0","0","53","2550.0000000000005","8","15","27","238.7851851851852"
"5","50","0","0","61","2222.9999999999995","2","47","1","222.28148148148148"
"6","50","0","0","61","2685.9999999999995","3","4","43","190.15555555555554"
"3","50","0","0","54","2578.0000000000005","28","17","5","238.7851851851852"
"5","50","0","0","62","2223.0000000000005","0","3","47","222.28148148148148"
"8","50","0","0","66","2610","0","50","0","162.4"
"7","50","0","0","61","3642.9999999999995","21","4","25","172.1925925925926"
"2","50","0","0","73","3079.0000000000005","8","11","31","136.67407407407407"
"3","50","0","0","55","2579","1","1","48","238.7851851851852"
"8","50","0","0","67","2610.000000000001","0","11","39","162.4"
"4","50","0","0","43","2085","1","3","46","200.43703703703704"
"3","50","0","0","56","2578.9999999999995","0","49","1","238.7851851851852"
"8","50","0","0","68","2622.0000000000005","12","11","27","162.4"
"6","50","0","0","62","2733.0000000000005","7","6","37","190.15555555555557"
"2","50","0","0","74","3097.0000000000014","18","9","23","143.91111111111113"
"7","50","0","0","62","3643.0000000000005","0","7","43","154.23703703703703"
"4","50","0","0","44","2110","25","22","3","201.78518518518516"
"5","50","0","0","63","2227","4","36","10","222.28148148148148"
"8","50","0","0","69","2671.0000000000005","9","24","17","162.4"
"2","50","0","0","75","3223.9999999999995","7","36","7","157.13333333333333"
"4","50","0","0","45","2115","5","14","31","202.31851851851852"
"1","50","0","0","27","1209.0000000000002","4","19","27","193.65185185185183"
"3","50","0","0","57","2620.999999999998","2","24","24","238.7851851851852"
"5","50","0","0","64","2237.9999999999995","11","13","26","222.28148148148148"
"1","50","0","0","28","1224.0000000000002","15","19","16","190.71851851851852"
"6","50","0","0","63","2862.000000000001","9","38","3","190.15555555555557"
"2","50","0","0","76","3269","5","40","5","139.47407407407408"
"5","50","0","0","65","2259.0000000000005","21","7","22","222.28148148148148"
"3","50","0","0","58","2628.999999999999","8","15","27","238.7851851851852"
"4","50","0","0","46","2155.0000000000005","0","46","4","205.35555555555553"
"7","50","0","0","63","3736","13","20","17","154.58518518518517"
"8","50","0","0","70","2728","17","11","22","162.4"
"1","50","0","0","29","1245.9999999999998","22","18","10","200.05185185185186"
"5","50","0","0","66","2260.999999999999","2","47","1","222.28148148148148"
"2","50","0","0","77","3310","1","8","41","158.1703703703704"
"7","50","0","0","64","3740.0000000000005","4","35","11","163.76296296296297"
"8","50","0","0","71","2728","0","50","0","162.4"
"3","50","0","0","59","2656.9999999999986","28","17","5","238.7851851851852"
"2","50","0","0","78","3400.9999999999995","11","9","30","150.1925925925926"
"5","50","0","0","67","2260.9999999999995","0","3","47","222.28148148148148"
"1","50","0","0","30","1285.9999999999998","0","49","1","200.05185185185186"
"7","50","0","0","65","3785.0000000000005","5","40","5","172.31851851851852"
"8","50","0","0","72","2848","0","11","39","162.4"
"2","50","0","0","79","3533.9999999999995","13","12","25","146.362962962963"
"6","50","0","0","64","2920.0000000000005","18","19","13","188.68148148148148"
"1","50","0","0","31","1366","0","2","48","212.73333333333332"
"4","50","0","0","47","2165.9999999999995","11","18","21","205.84444444444443"
"5","50","0","0","68","2264.9999999999995","4","36","10","222.28148148148148"
"8","50","0","0","73","2900.0000000000005","12","11","27","162.4"
"3","50","0","0","60","2697.999999999999","1","1","48","238.7851851851852"
"5","50","0","0","69","2275.9999999999995","11","13","26","222.28148148148148"
"4","50","0","0","48","2285.9999999999995","0","6","44","199.23703703703708"
"8","50","0","0","74","2949","9","24","17","162.4"
"3","50","0","0","61","2697.999999999999","0","49","1","238.7851851851852"
"7","50","0","0","66","3835.000000000001","10","6","34","182.17037037037036"
"6","50","0","0","65","3040.0000000000014","0","39","11","188.68148148148148"
"1","50","0","0","32","1368.0000000000005","2","15","33","220.4148148148148"
"8","50","0","0","75","2965.999999999999","17","11","22","162.4"
"5","50","0","0","70","2376.999999999999","21","7","22","222.28148148148148"
"6","50","0","0","66","3123","3","4","43","188.68148148148148"
"3","50","0","0","62","2820.0000000000014","2","24","24","238.7851851851852"
"2","50","0","0","80","3619","5","41","4","165.24444444444447"
"4","50","0","0","49","2351.000000000001","25","22","3","198.00740740740738"
"8","50","0","0","76","3006.000000000001","0","50","0","162.4"
"5","50","0","0","71","2378.9999999999995","2","47","1","222.28148148148148"
"6","50","0","0","67","3250.0000000000005","7","6","37","188.68148148148148"
"7","50","0","0","67","3843","8","5","37","152.2148148148148"
"2","50","0","0","81","3666.999999999999","8","34","8","144.56296296296296"
"8","50","0","0","77","3006","0","11","39","162.4"
"5","50","0","0","72","2459.0000000000005","0","3","47","222.28148148148148"
"6","50","0","0","68","3259.000000000001","9","38","3","188.68148148148148"
"2","50","0","0","82","3747.0000000000005","0","9","41","152.21481481481482"
"8","50","0","0","78","3018","12","11","27","162.4"
"3","50","0","0","63","2868.0000000000005","8","15","27","238.7851851851852"
"5","50","0","0","73","2502.9999999999995","4","36","10","222.28148148148148"
"1","50","0","0","33","1463","15","21","14","217.05925925925922"
"4","50","0","0","50","2357.0000000000005","6","11","33","201.31111111111113"
"2","50","0","0","83","3759","12","7","31","156.33333333333334"
"3","50","0","0","64","2936","28","17","5","238.7851851851852"
"7","50","0","0","68","3900.9999999999995","18","13","19","147.9185185185185"
"6","50","0","0","69","3277","18","19","13","188.68148148148148"
"5","50","0","0","74","2553.9999999999995","11","13","26","222.28148148148148"
"8","50","0","0","79","3027","9","24","17","162.4"
"4","50","0","0","51","2477.0000000000005","0","47","3","204.50370370370374"
"2","50","0","0","84","3890.0000000000005","11","15","24","149.0148148148148"
"3","50","0","0","65","2977.000000000001","1","1","48","238.7851851851852"
"5","50","0","0","75","2615.000000000001","21","7","22","222.28148148148148"
"7","50","0","0","69","4022","1","44","5","179.2888888888889"
"6","50","0","0","70","3356.9999999999995","0","39","11","188.68148148148148"
"2","50","0","0","85","3891.9999999999995","2","45","3","167.45185185185187"
"8","50","0","0","80","3084","17","11","22","162.4"
"4","50","0","0","52","2569","12","18","20","204.8962962962963"
"3","50","0","0","66","3016.999999999998","0","49","1","238.7851851851852"
"7","50","0","0","70","4150.000000000001","8","33","9","162.52592592592592"
"8","50","0","0","81","3083.999999999999","0","50","0","162.4"
"2","50","0","0","86","3943.9999999999995","12","29","9","153.25185185185185"
"6","50","0","0","71","3360.0000000000014","3","4","43","188.68148148148148"
"4","50","0","0","53","2609","0","6","44","198.25185185185185"
"1","50","0","0","34","1484.9999999999998","22","21","7","224.47407407407408"
"3","50","0","0","67","3138.9999999999986","2","24","24","238.7851851851852"
"7","50","0","0","71","4270.000000000001","0","10","40","164.52592592592595"
"8","50","0","0","82","3083.9999999999995","0","11","39","162.4"
"6","50","0","0","72","3367.000000000001","7","6","37","188.68148148148148"
"4","50","0","0","54","2672.000000000001","23","23","4","194.76296296296292"
"5","50","0","0","76","2656.999999999999","2","47","1","222.28148148148148"
"3","50","0","0","68","3227","8","15","27","238.7851851851852"
"7","50","0","0","72","4366.000000000002","16","3","31","156.0222222222222"
"8","50","0","0","83","3216.000000000001","12","11","27","162.4"
"6","50","0","0","73","3376.0000000000005","9","38","3","188.68148148148148"
"2","50","0","0","87","4064.000000000001","0","8","42","155.23703703703703"
"4","50","0","0","55","2758.0000000000005","6","11","33","198.09629629629634"
"3","50","0","0","69","3254.999999999999","28","17","5","238.7851851851852"
"5","50","0","0","77","2697","0","3","47","222.28148148148148"
"7","50","0","0","73","4378.000000000002","12","17","21","155.61481481481482"
"8","50","0","0","84","3225.000000000001","9","24","17","162.4"
"1","50","0","0","35","1565","0","48","2","217.5111111111111"
"4","50","0","0","56","2758.0000000000005","0","47","3","201.28148148148148"
"3","50","0","0","70","3295.9999999999995","1","1","48","238.7851851851852"
"2","50","0","0","88","4158","14","6","30","159.2814814814815"
"7","50","0","0","74","4420","2","46","2","181.637037037037"
"6","50","0","0","74","3514","18","19","13","188.68148148148148"
"8","50","0","0","85","3362","17","11","22","162.4"
"5","50","0","0","78","2820.9999999999995","4","36","10","222.28148148148148"
"2","50","0","0","89","4286","8","20","22","154.75555555555556"
"3","50","0","0","71","3295.999999999999","0","49","1","238.7851851851852"
"7","50","0","0","75","4471.000000000001","11","27","12","163.21481481481484"
"1","50","0","0","36","1644.9999999999998","0","2","48","217.51111111111115"
"6","50","0","0","75","3514.0000000000005","0","39","11","188.68148148148148"
"8","50","0","0","86","3362.0000000000005","0","50","0","162.4"
"5","50","0","0","79","2952.000000000001","11","13","26","222.28148148148148"
"2","50","0","0","90","4287","1","46","3","165.35555555555553"
"3","50","0","0","72","3337.9999999999986","2","24","24","238.7851851851852"
"7","50","0","0","76","4511.000000000001","0","9","41","170.98518518518517"
"6","50","0","0","76","3516.9999999999995","3","4","43","188.68148148148148"
"4","50","0","0","57","2850.000000000001","12","18","20","201.53333333333333"
"8","50","0","0","87","3401.999999999999","0","11","39","162.4"
"5","50","0","0","80","3012.9999999999995","21","7","22","222.28148148148148"
"2","50","0","0","91","4303.999999999999","17","23","10","161.1925925925926"
"7","50","0","0","77","4568.000000000001","17","4","29","168.21481481481484"
"8","50","0","0","88","3453.9999999999986","12","11","27","162.4"
"6","50","0","0","77","3524.0000000000005","7","6","37","188.68148148148148"
"5","50","0","0","81","3095","2","47","1","222.28148148148148"
"2","50","0","0","92","4424","0","6","44","168.74814814814815"
"3","50","0","0","73","3385.9999999999986","8","15","27","238.7851851851852"
"7","50","0","0","78","4617","9","21","20","162.1037037037037"
"8","50","0","0","89","3502.999999999999","9","24","17","162.4"
"2","50","0","0","93","4436.000000000002","12","9","29","165.65185185185183"
"5","50","0","0","82","3135.0000000000005","0","3","47","222.28148148148148"
"4","50","0","0","58","2850.000000000001","0","6","44","201.5333333333333"
"6","50","0","0","78","3653.0000000000014","9","38","3","188.68148148148148"
"7","50","0","0","79","4617.000000000002","0","48","2","173.7111111111111"
"8","50","0","0","90","3559.999999999998","17","11","22","162.4"
"2","50","0","0","94","4561.999999999999","6","25","19","164.31851851851852"
"6","50","0","0","79","3711","18","19","13","188.68148148148148"
"5","50","0","0","83","3179.0000000000005","4","36","10","222.28148148148148"
"3","50","0","0","74","3413.999999999999","28","17","5","238.7851851851852"
"4","50","0","0","59","2912.9999999999995","23","23","4","198.04444444444445"
"1","50","0","0","37","1688.0000000000005","3","10","37","230.21481481481484"
"5","50","0","0","84","3190.000000000001","11","13","26","222.28148148148148"
"3","50","0","0","75","3414.999999999999","1","1","48","238.7851851851852"
"4","50","0","0","60","2959","6","11","33","198.04444444444445"
"1","50","0","0","38","1783.9999999999998","16","20","14","231.65925925925924"
"8","50","0","0","91","3559.9999999999986","0","50","0","162.4"
"2","50","0","0","95","4564","2","45","3","164.31851851851854"
"7","50","0","0","80","4711","14","21","15","165.97777777777776"
"4","50","0","0","61","2999","0","47","3","198.04444444444445"
"3","50","0","0","76","3534.9999999999995","0","49","1","238.7851851851852"
"5","50","0","0","85","3331.0000000000005","21","7","22","222.28148148148148"
"8","50","0","0","92","3559.999999999998","0","11","39","162.4"
"1","50","0","0","39","1841.0000000000005","17","27","6","232.1851851851852"
"6","50","0","0","80","3711","0","39","11","188.68148148148148"
"8","50","0","0","93","3571.9999999999986","12","11","27","162.4"
"4","50","0","0","62","3131","12","18","20","198.04444444444448"
"3","50","0","0","77","3656.9999999999995","2","24","24","238.7851851851852"
"1","50","0","0","40","1841.0000000000002","0","48","2","228.73333333333335"
"5","50","0","0","86","3452.9999999999995","2","47","1","222.28148148148148"
"2","50","0","0","96","4663.999999999999","20","18","12","164.9925925925926"
"7","50","0","0","81","4711","0","8","42","170.58518518518517"
"4","50","0","0","63","3130.999999999999","0","6","44","198.04444444444448"
"8","50","0","0","94","3620.9999999999986","9","24","17","162.4"
"3","50","0","0","78","3705","8","15","27","238.7851851851852"
"5","50","0","0","87","3493","0","3","47","222.28148148148148"
"6","50","0","0","81","3714","3","4","43","188.68148148148148"
"2","50","0","0","97","4743.999999999999","0","5","45","172.97037037037035"
"8","50","0","0","95","3678","17","11","22","162.4"
"7","50","0","0","82","4771.999999999998","21","5","24","168.6074074074074"
"4","50","0","0","64","3273.999999999999","23","23","4","198.04444444444445"
"1","50","0","0","41","1844.0000000000002","3","4","43","215.49629629629626"
"2","50","0","0","98","4757.000000000002","13","10","27","167.3111111111111"
"6","50","0","0","82","3721.0000000000005","7","6","37","188.68148148148148"
"8","50","0","0","96","3718.0000000000005","0","50","0","162.4"
"7","50","0","0","83","4855","3","26","21","169.34074074074076"
"4","50","0","0","65","3399.9999999999995","6","11","33","198.04444444444445"
"1","50","0","0","42","1848.0000000000005","4","5","41","232.47407407407408"
"5","50","0","0","88","3537.000000000001","4","36","10","222.28148148148148"
"2","50","0","0","99","4802","5","29","16","170.7555555555556"
"6","50","0","0","83","3729.9999999999995","9","38","3","188.68148148148148"
"7","50","0","0","84","4976","1","48","1","174.9851851851852"
"8","50","0","0","97","3837.999999999999","0","11","39","162.4"
"2","50","0","0","100","4842.999999999999","1","45","4","167.6962962962963"
